"","X","startTime","rt","key_press","riskyKey","red_marbles","blue_marbles","OtherChoseRisk","ChooseRisk","valueGamble","probGamble","Social1Ind0","payoff","cumulatedPayoff","valueSure","PercentBlueEstimate","HowSure","test_part","sex","age","subject","PercentBlueShownAbs","PercentRedShownAbs","PercentBlueShownRel","PercentRedShownRel","TotalNShown","Agegroup","DFE1DFD0"
"7263",22374,"2019-08-15",2799,70,74,"0,0,2,2,0","1,1,2,0,1","NULL",0,50,0.5,"0",5,594,5,102,NA,"SoloChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7264",22375,"2019-08-15",1959,74,74,"99","99","NULL",1,20,0.675,"0",20,614,5,102,NA,"SoloChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7265",22376,"2019-08-15",2201,70,74,"99","99","NULL",0,8,0.25,"0",5,619,5,102,NA,"SoloChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7266",22377,"2019-08-15",1353,70,70,"99","99","NULL",1,50,0.75,"0",50,669,5,102,NA,"SoloChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7267",22378,"2019-08-15",3261,74,70,"1,4,1,2,0","0,0,0,0,1","0",0,8,0.125,"1",5,674,5,102,NA,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7268",22379,"2019-08-15",1979,74,74,"99","99","1",1,8,0.75,"1",8,682,5,102,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7269",22380,"2019-08-15",5726,70,74,"1,3,0,2,0","0,1,1,0,1","1",0,50,0.375,"1",5,687,5,51,47,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7270",22381,"2019-08-15",2323,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",0,687,5,34,NA,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7271",22382,"2019-08-15",2347,70,74,"99","99","0",0,8,0.675,"1",5,692,5,34,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7272",22383,"2019-08-15",870,70,74,"99","99","0",0,8,0.125,"1",5,697,5,34,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7273",22384,"2019-08-15",3072,74,70,"99","99","1",0,20,0.25,"1",5,702,5,34,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7274",22385,"2019-08-15",1591,74,74,"0,1,1,0,0","1,3,1,1,1","1",1,8,0.75,"1",8,710,5,83,42,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7275",22386,"2019-08-15",2273,70,74,"1,3,0,2,0","0,1,1,0,1","0",0,8,0.375,"1",5,715,5,69,NA,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7276",22387,"2019-08-15",7728,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,50,0.125,"1",5,720,5,17,NA,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7277",22388,"2019-08-15",2658,74,70,"99","99","1",0,50,0.25,"1",5,725,5,17,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7278",22389,"2019-08-15",2095,70,74,"99","99","0",0,8,0.5,"1",5,730,5,17,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7279",22390,"2019-08-15",2142,74,70,"99","99","1",0,20,0.375,"1",5,735,5,34,67,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7280",22391,"2019-08-15",2054,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,50,0.75,"1",50,785,5,76,NA,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7281",22392,"2019-08-15",1981,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,20,0.375,"1",5,790,5,102,NA,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7282",22393,"2019-08-15",2537,74,74,"99","99","1",1,20,0.5,"1",0,790,5,102,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7283",22394,"2019-08-15",2402,70,74,"0,0,2,2,0","1,1,2,0,1","1",0,20,0.5,"1",5,795,5,61,62,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7284",22395,"2019-08-15",2493,70,74,"99","99","0",0,8,0.375,"1",5,800,5,61,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7285",22396,"2019-08-15",2237,70,74,"99","99","1",0,50,0.125,"1",5,805,5,61,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7286",22397,"2019-08-15",2002,70,74,"1,1,3,1,1","0,0,1,0,1","1",0,20,0.25,"1",5,810,5,18,35,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7287",22398,"2019-08-15",1487,70,74,"1,1,3,1,1","0,0,1,0,1","0",0,8,0.25,"1",5,815,5,18,40,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7288",22399,"2019-08-15",1431,70,74,"0,0,1,1,1","1,1,1,3,0","0",0,8,0.675,"1",5,820,5,18,63,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7289",22400,"2019-08-15",1965,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,20,0.125,"1",5,825,5,12,62,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7290",22401,"2019-08-15",2256,74,74,"99","99","0",1,50,0.675,"1",50,875,5,12,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7291",22402,"2019-08-15",2159,74,74,"0,0,1,1,1","1,1,1,3,0","0",1,50,0.675,"1",50,925,5,65,74,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7292",22403,"2019-08-15",1356,70,70,"99","99","1",1,20,0.75,"1",20,945,5,65,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7293",22404,"2019-08-15",1534,70,74,"0,0,2,2,0","1,1,2,0,1","0",0,8,0.5,"1",5,950,5,62,31,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7294",22405,"2019-08-15",2385,74,70,"99","99","1",0,20,0.125,"1",5,955,5,62,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7295",22406,"2019-08-15",4129,74,70,"99","99","1",0,50,0.375,"1",5,960,5,62,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7296",22407,"2019-08-15",1027,74,74,"99","99","1",1,50,0.5,"1",50,1010,5,62,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7297",22408,"2019-08-15",1792,70,74,"0,0,1,1,1","1,1,1,3,0","0",0,20,0.675,"1",5,1015,5,65,65,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7298",22409,"2019-08-15",2774,74,70,"1,1,3,1,1","0,0,1,0,1","1",0,50,0.25,"1",5,1020,5,26,16,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7299",22410,"2019-08-15",1735,74,70,"0,0,2,2,0","1,1,2,0,1","1",0,50,0.5,"1",5,1025,5,56,37,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7300",22411,"2019-08-15",2034,70,70,"99","99","0",1,20,0.675,"1",20,1045,5,56,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7301",22412,"2019-08-15",1462,74,70,"99","99","0",0,8,0.25,"1",5,1050,5,56,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7302",22413,"2019-08-15",1081,70,70,"99","99","1",1,50,0.75,"1",50,1100,5,56,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7303",22414,"2019-08-15",1975,74,70,"1,4,1,2,0","0,0,0,0,1","0",0,8,0.125,"1",5,1105,5,12,42,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7304",22415,"2019-08-15",1779,70,74,"99","99","1",0,8,0.75,"1",5,1110,5,12,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7305",22416,"2019-08-15",1679,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,50,0.375,"1",5,1115,5,29,58,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7306",22417,"2019-08-15",2654,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",20,1135,5,79,33,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7307",22418,"2019-08-15",1464,74,70,"99","99","0",0,8,0.675,"1",5,1140,5,79,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7308",22419,"2019-08-15",803,74,70,"99","99","0",0,8,0.125,"1",5,1145,5,79,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7309",22420,"2019-08-15",1186,74,70,"99","99","1",0,20,0.25,"1",5,1150,5,79,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7310",22421,"2019-08-15",1167,74,70,"0,1,1,0,0","1,3,1,1,1","1",0,8,0.75,"1",5,1155,5,82,35,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7311",22422,"2019-08-15",1462,70,74,"1,3,0,2,0","0,1,1,0,1","0",0,8,0.375,"1",5,1160,5,29,59,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7312",22423,"2019-08-15",1494,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,50,0.125,"1",5,1165,5,8,60,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7313",22424,"2019-08-15",4697,74,74,"99","99","1",1,50,0.25,"1",0,1165,5,8,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7314",22425,"2019-08-15",864,74,70,"99","99","0",0,8,0.5,"1",5,1170,5,8,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7315",22426,"2019-08-15",2938,70,70,"99","99","1",1,20,0.375,"1",20,1190,5,8,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7316",22427,"2019-08-15",1200,74,74,"0,1,1,0,0","1,3,1,1,1","1",1,50,0.75,"1",50,1240,5,82,34,"SocialChoice","Weiblich",19,190,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7317",22428,"2019-08-15",743,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,20,0.375,"1",5,1245,5,29,59,"SocialChoice","Weiblich",19,190,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7318",22429,"2019-08-15",1977,74,74,"99","99","1",1,20,0.5,"1",0,1245,5,29,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7319",22430,"2019-08-15",1438,70,74,"0,0,2,2,0","1,1,2,0,1","1",0,20,0.5,"1",5,1250,5,60,62,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7320",22431,"2019-08-15",1218,70,74,"99","99","0",0,8,0.375,"1",5,1255,5,60,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7321",22432,"2019-08-15",1339,74,70,"99","99","1",0,50,0.125,"1",5,1260,5,60,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7322",22433,"2019-08-15",550,74,70,"1,1,3,1,1","0,0,1,0,1","1",0,20,0.25,"1",5,1265,5,34,23,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7323",22434,"2019-08-15",1022,70,74,"1,1,3,1,1","0,0,1,0,1","0",0,8,0.25,"1",5,1270,5,19,43,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7324",22435,"2019-08-15",911,70,74,"0,0,1,1,1","1,1,1,3,0","0",0,8,0.675,"1",5,1275,5,65,54,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7325",22436,"2019-08-15",983,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,20,0.125,"1",5,1280,5,12,59,"SocialChoice","Weiblich",19,190,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7326",22437,"2019-08-15",2157,74,74,"99","99","0",1,50,0.675,"1",0,1280,5,12,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7327",22438,"2019-08-15",2199,70,70,"0,0,1,1,1","1,1,1,3,0","0",1,50,0.675,"1",50,1330,5,65,63,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7328",22439,"2019-08-15",706,74,74,"99","99","1",1,20,0.75,"1",0,1330,5,65,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7329",22440,"2019-08-15",910,70,74,"0,0,2,2,0","1,1,2,0,1","0",0,8,0.5,"1",5,1335,5,60,37,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7330",22441,"2019-08-15",1037,70,74,"99","99","1",0,20,0.125,"1",5,1340,5,60,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7331",22442,"2019-08-15",3432,70,70,"99","99","1",1,50,0.375,"1",50,1390,5,60,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7332",22443,"2019-08-15",854,74,74,"99","99","1",1,50,0.5,"1",50,1440,5,60,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7333",22444,"2019-08-15",2248,74,70,"0,0,1,1,1","1,1,1,3,0","0",0,20,0.675,"1",5,1445,5,65,53,"SocialChoice","Weiblich",19,190,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7334",22445,"2019-08-15",2310,70,74,"1,1,3,1,1","0,0,1,0,1","1",0,50,0.25,"1",5,1450,5,29,26,"SocialChoice","Weiblich",19,190,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7335",22446,"2019-08-15",655,74,70,"0,0,2,2,0","1,1,2,0,1","1",0,50,0.5,"1",5,1455,5,61,43,"SocialChoice","Weiblich",19,190,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7336",22447,"2019-08-15",935,74,74,"99","99","0",1,20,0.675,"1",20,1475,5,61,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7337",22448,"2019-08-15",1112,70,74,"99","99","0",0,8,0.25,"1",5,1480,5,61,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7338",22449,"2019-08-15",669,74,74,"99","99","1",1,50,0.75,"1",50,1530,5,61,NA,"SocialChoice","Weiblich",19,190,2.2,2.2,"0.5",0.5,198,2,"0"
"7339",22450,"2019-07-24",14049,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",20,20,5,62,60,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7340",22451,"2019-07-24",11115,70,74,"99","99","NULL",0,20,0.25,"0",5,25,5,62,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7341",22452,"2019-07-24",13855,70,74,"99","99","NULL",0,8,0.125,"0",5,30,5,62,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7342",22453,"2019-07-24",13819,70,70,"99","99","NULL",1,8,0.375,"0",0,30,5,62,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7343",22454,"2019-07-24",7449,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,8,0.5,"0",8,38,5,55,55,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7344",22455,"2019-07-24",6323,70,70,"99","99","NULL",1,8,0.5,"0",8,46,5,55,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7345",22456,"2019-07-24",7000,70,70,"99","99","NULL",1,8,0.675,"0",0,46,5,55,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7346",22457,"2019-07-24",18912,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",0,46,5,48,50,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7347",22458,"2019-07-24",3350,70,74,"99","99","NULL",0,20,0.125,"0",5,51,5,48,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7348",22459,"2019-07-24",2938,70,70,"99","99","NULL",1,20,0.675,"0",20,71,5,48,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7349",22460,"2019-07-24",6696,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",0,71,5,75,60,"SoloChoice","Weiblich",19,191,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7350",22461,"2019-07-24",28504,70,74,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,76,5,26,61,"SoloChoice","Weiblich",19,191,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7351",22462,"2019-07-24",12447,70,70,"99","99","NULL",1,50,0.675,"0",50,126,5,26,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7352",22463,"2019-07-24",3424,70,70,"1,1,3,1,1","0,0,1,0,1","NULL",1,50,0.25,"0",0,126,5,20,53,"SoloChoice","Weiblich",19,191,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7353",22464,"2019-07-24",6904,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,8,0.75,"0",8,134,5,81,55,"SoloChoice","Weiblich",19,191,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7354",22465,"2019-07-24",6074,70,74,"99","99","NULL",0,50,0.375,"0",5,139,5,81,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7355",22466,"2019-07-24",2348,74,74,"99","99","NULL",1,20,0.75,"0",20,159,5,81,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7356",22467,"2019-07-24",12289,70,70,"99","99","NULL",1,50,0.5,"0",0,159,5,81,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7357",22468,"2019-07-24",4880,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,8,0.675,"0",8,167,5,64,59,"SoloChoice","Weiblich",19,191,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7358",22469,"2019-07-24",2808,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,20,0.75,"0",20,187,5,70,56,"SoloChoice","Weiblich",19,191,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7359",22470,"2019-07-24",4736,70,70,"1,3,0,2,0","0,1,1,0,1","NULL",1,50,0.375,"0",50,237,5,20,56,"SoloChoice","Weiblich",19,191,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7360",22471,"2019-07-24",5696,74,70,"1,3,0,2,0","0,1,1,0,1","NULL",0,8,0.375,"0",5,242,5,9,57,"SoloChoice","Weiblich",19,191,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7361",22472,"2019-07-24",7297,70,74,"99","99","NULL",0,50,0.125,"0",5,247,5,9,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7362",22473,"2019-07-24",6172,70,70,"99","99","NULL",1,50,0.75,"0",50,297,5,9,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7363",22474,"2019-07-24",4456,70,70,"99","99","NULL",1,20,0.5,"0",0,297,5,9,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7364",22475,"2019-07-24",7327,70,74,"1,1,3,1,1","0,0,1,0,1","NULL",0,20,0.25,"0",5,302,5,6,60,"SoloChoice","Weiblich",19,191,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7365",22476,"2019-07-24",3599,74,70,"99","99","NULL",0,50,0.25,"0",5,307,5,6,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7366",22477,"2019-07-24",4553,74,70,"99","99","NULL",0,20,0.375,"0",5,312,5,6,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7367",22478,"2019-07-24",3944,70,70,"1,3,0,2,0","0,1,1,0,1","NULL",1,20,0.375,"0",20,332,5,15,62,"SoloChoice","Weiblich",19,191,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"7368",22479,"2019-07-24",4879,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,8,0.125,"0",5,337,5,47,62,"SoloChoice","Weiblich",19,191,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7369",22480,"2019-07-24",3201,74,74,"1,4,1,2,0","0,0,0,0,1","NULL",1,50,0.125,"0",0,337,5,3,65,"SoloChoice","Weiblich",19,191,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7370",22481,"2019-07-24",3831,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,50,0.675,"0",0,337,5,75,72,"SoloChoice","Weiblich",19,191,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7371",22482,"2019-07-24",2575,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,50,0.75,"0",0,337,5,81,82,"SoloChoice","Weiblich",19,191,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"7372",22483,"2019-07-24",3664,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,20,0.125,"0",5,342,5,47,75,"SoloChoice","Weiblich",19,191,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"7373",22484,"2019-07-24",5682,70,74,"99","99","NULL",0,8,0.25,"0",5,347,5,47,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7374",22485,"2019-07-24",3408,74,74,"99","99","NULL",1,8,0.75,"0",8,355,5,47,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7375",22486,"2019-07-24",2792,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",0,355,5,59,66,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7376",22487,"2019-07-24",2853,74,70,"99","99","NULL",0,20,0.25,"0",5,360,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7377",22488,"2019-07-24",2530,74,70,"99","99","NULL",0,8,0.125,"0",5,365,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7378",22489,"2019-07-24",4902,70,74,"99","99","NULL",0,8,0.375,"0",5,370,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7379",22490,"2019-07-24",3423,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,8,0.5,"0",0,370,5,59,63,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7380",22491,"2019-07-24",3299,74,74,"99","99","NULL",1,8,0.5,"0",0,370,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7381",22492,"2019-07-24",4520,74,74,"99","99","NULL",1,8,0.675,"0",0,370,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7382",22493,"2019-07-24",4296,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",50,420,5,59,65,"SoloChoice","Weiblich",19,191,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"7383",22494,"2019-07-24",5083,70,74,"99","99","NULL",0,20,0.125,"0",5,425,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7384",22495,"2019-07-24",2427,70,70,"99","99","NULL",1,20,0.675,"0",0,425,5,59,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7385",22496,"2019-07-24",4136,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",20,445,5,66,65,"SoloChoice","Weiblich",19,191,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"7386",22497,"2019-07-24",3920,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,450,5,20,62,"SoloChoice","Weiblich",19,191,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"7387",22498,"2019-07-24",2887,70,70,"99","99","NULL",1,50,0.675,"0",0,450,5,20,NA,"SoloChoice","Weiblich",19,191,2.2,2.2,"0.5",0.5,198,2,"0"
"7388",22499,"2019-07-24",3167,70,70,"1,1,3,1,1","0,0,1,0,1","NULL",1,50,0.25,"0",50,500,5,20,60,"SoloChoice","Weiblich",19,191,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
